step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
160,CASH_IN,83903.13,C2072691728,6755429.33,6839332.46,C1116286552,1521387.53,1437484.4,0
68,TRANSFER,157494.6,C1123186349,157494.6,0.0,C1729475937,0.0,0.0,1
63,CASH_OUT,197226.65,C1388614734,197226.65,0.0,C693288034,0.0,197226.65,1
565,PAYMENT,13977.06,C1234390928,0.0,0.0,M1421764989,0.0,0.0,0
354,CASH_OUT,102316.76,C1194484359,0.0,0.0,C1764681922,155022.17,257338.94,0
322,PAYMENT,6671.16,C385904506,497310.0,490638.84,M1323294619,0.0,0.0,0
222,TRANSFER,1338487.47,C146036421,1338487.47,0.0,C423402109,0.0,0.0,1
399,PAYMENT,6790.71,C1512074666,0.0,0.0,M570088004,0.0,0.0,0
119,DEBIT,1010.34,C2117084930,35687.0,34676.66,C2144339158,30715.72,31726.06,0
544,CASH_IN,72224.88,C1311768241,80476.0,152700.88,C779354299,0.0,0.0,0
204,PAYMENT,11731.95,C725910453,0.0,0.0,M521799989,0.0,0.0,0
226,PAYMENT,38139.75,C75866443,12881.0,0.0,M1678482705,0.0,0.0,0
162,CASH_OUT,83104.44,C753660901,89.0,0.0,C1913569642,214172.02,581733.78,0
162,PAYMENT,5180.6,C590086704,0.0,0.0,M1591171883,0.0,0.0,0
202,CASH_OUT,75613.54,C2093260418,21190.0,0.0,C1129953907,790717.12,866330.67,0
441,CASH_OUT,1032168.79,C1659569966,1032168.79,0.0,C1072956803,805209.56,1837378.34,1
406,PAYMENT,2200.37,C948162046,100006.99,97806.62,M907431422,0.0,0.0,0
139,TRANSFER,166341.82,C51876307,22799.0,0.0,C1994833677,6696459.32,6862801.14,0
326,CASH_OUT,102048.98,C283154121,11514.0,0.0,C1753564145,24514.18,126563.16,0
159,CASH_OUT,336943.96,C333019585,0.0,0.0,C481030367,1526601.17,1863545.13,0
155,PAYMENT,7147.56,C301285142,268515.4,261367.84,M2112357508,0.0,0.0,0
286,PAYMENT,6840.88,C1829747055,45108.0,38267.12,M1518954644,0.0,0.0,0
371,PAYMENT,33345.89,C768709117,0.0,0.0,M1779648136,0.0,0.0,0
635,CASH_OUT,182739.36,C1691189343,182739.36,0.0,C654896050,2520763.27,2703502.63,1
39,PAYMENT,5950.12,C1683328539,0.0,0.0,M567282658,0.0,0.0,0
347,TRANSFER,7733259.9,C1252402500,286579.93,0.0,C575058174,10168780.41,17902040.31,0
254,CASH_OUT,190084.51,C835417141,10796.0,0.0,C1479987881,0.0,190084.51,0
460,CASH_OUT,414095.91,C593887896,414095.91,0.0,C434667197,0.0,414095.91,1
305,CASH_IN,270695.95,C1104063921,8546186.36,8816882.31,C911337729,523732.91,253036.95,0
237,CASH_IN,19498.02,C932214167,50448.0,69946.02,C42066868,1678095.98,1658597.97,0
153,CASH_OUT,580246.96,C1006392953,0.0,0.0,C178524326,3728804.06,4301331.49,0
375,CASH_IN,228423.39,C771473759,435.0,228858.39,C620481726,4057782.63,3829359.24,0
34,TRANSFER,71693.42,C1103482150,71693.42,0.0,C2145121206,0.0,0.0,1
732,TRANSFER,311832.17,C65054182,311832.17,0.0,C833307608,0.0,0.0,1
43,CASH_OUT,19403.9,C543233800,52443.31,33039.41,C1788748765,0.0,19403.9,0
403,PAYMENT,6627.29,C1956024434,194387.34,187760.05,M1827076086,0.0,0.0,0
694,PAYMENT,4999.46,C1660609099,117678.0,112678.54,M1875558202,0.0,0.0,0
275,CASH_OUT,170640.14,C1525953005,11255.0,0.0,C976735850,44340.08,214980.22,0
1,PAYMENT,8948.03,C788905599,11137.0,2188.97,M1678709153,0.0,0.0,0
212,TRANSFER,1947807.58,C1501311535,1947807.58,0.0,C37561886,0.0,0.0,1
11,PAYMENT,5224.21,C1496910348,30027.0,24802.79,M856483457,0.0,0.0,0
546,TRANSFER,682346.74,C284605828,21868.0,0.0,C2065549338,1671378.58,2353725.32,0
185,PAYMENT,37132.23,C1270895786,0.0,0.0,M104832781,0.0,0.0,0
44,PAYMENT,8294.92,C800858551,22235.0,13940.08,M958251230,0.0,0.0,0
13,PAYMENT,4332.06,C103069594,60554.0,56221.94,M218029100,0.0,0.0,0
33,CASH_IN,122151.15,C753026156,8346896.5,8469047.66,C666390096,1006136.09,883984.93,0
164,TRANSFER,3811.66,C1715789896,0.0,0.0,C273777551,1465333.98,1469145.64,0
303,TRANSFER,199870.29,C37736433,199870.29,0.0,C279131656,0.0,0.0,1
155,CASH_OUT,347409.76,C1439113051,0.0,0.0,C1955539163,1292680.93,3060207.49,0
329,CASH_OUT,71872.63,C93719150,0.0,0.0,C416356498,99293.51,171166.14,0
182,TRANSFER,613761.46,C947704697,0.0,0.0,C857294026,951927.69,1565689.16,0
332,CASH_IN,66566.14,C1182958501,32401.0,98967.14,C816919821,0.0,0.0,0
12,CASH_OUT,309325.9,C2110124914,19059.61,0.0,C746009679,29078.21,35219.59,0
404,PAYMENT,11289.16,C1552185945,6120.0,0.0,M1217175207,0.0,0.0,0
15,PAYMENT,12551.93,C117597245,0.0,0.0,M164158995,0.0,0.0,0
305,CASH_IN,59747.27,C1982181898,45901.0,105648.27,C1713239156,0.0,0.0,0
276,CASH_IN,235548.64,C781619586,9040.0,244588.64,C593358186,0.0,0.0,0
277,CASH_OUT,390321.36,C1567618478,0.0,0.0,C1031307273,1572072.58,1962393.94,0
211,PAYMENT,13701.09,C387773103,115.0,0.0,M1525977349,0.0,0.0,0
188,PAYMENT,9364.6,C1494985684,0.0,0.0,M981781881,0.0,0.0,0
94,CASH_IN,19893.97,C989517496,4210450.16,4230344.13,C513222306,160196.64,140302.67,0
21,PAYMENT,9245.55,C441107738,23327.0,14081.45,M1199780292,0.0,0.0,0
322,CASH_OUT,250248.18,C1557046734,613821.0,363572.82,C1344397864,360504.16,610752.34,0
371,CASH_IN,108923.3,C1488572912,5071755.3,5180678.6,C145878499,17786887.59,17677964.29,0
44,PAYMENT,7901.29,C279398760,441578.77,433677.47,M399080247,0.0,0.0,0
326,CASH_OUT,97537.48,C41100983,0.0,0.0,C2061508387,2047878.15,2145415.63,0
17,CASH_OUT,585.63,C876625474,0.0,0.0,C1327761328,600716.4,601302.03,0
376,CASH_OUT,141585.5,C998804020,48420.0,0.0,C208458867,5576001.27,5717586.77,0
18,CASH_IN,119134.8,C613176141,11180.0,130314.8,C1778503230,152011.69,32876.89,0
160,CASH_OUT,186914.78,C812411557,1016.0,0.0,C162402976,5214958.43,5401873.21,0
43,CASH_OUT,197519.89,C307763326,45008.0,0.0,C795418127,0.0,197519.89,0
260,TRANSFER,281874.86,C67369466,0.0,0.0,C645265928,1194797.5,1476672.36,0
254,PAYMENT,4384.8,C1965815119,0.0,0.0,M1119850952,0.0,0.0,0
201,PAYMENT,5976.03,C2113447138,92237.9,86261.87,M659639839,0.0,0.0,0
596,CASH_OUT,204721.27,C357911107,204721.27,0.0,C1450973124,0.0,204721.27,1
255,CASH_IN,23484.75,C2037065313,470503.0,493987.75,C1698787331,0.0,0.0,0
18,PAYMENT,35522.03,C461128917,0.0,0.0,M28629635,0.0,0.0,0
159,PAYMENT,3631.9,C1706732180,4312.21,680.31,M929173926,0.0,0.0,0
137,CASH_IN,415758.64,C1938687057,1230841.48,1646600.13,C1698796534,2339329.57,1923570.92,0
33,TRANSFER,438067.6,C577943477,0.0,0.0,C1450828900,1057918.32,1495985.92,0
202,CASH_OUT,247227.01,C1269338254,104011.0,0.0,C447208629,104967.5,352194.51,0
225,CASH_OUT,35351.84,C829640607,0.0,0.0,C348921206,242937.23,278289.08,0
139,CASH_OUT,34072.52,C1924220152,1349.0,0.0,C762944446,0.0,34072.52,0
158,CASH_IN,332985.24,C2048125941,601794.0,934779.24,C914010341,0.0,0.0,0
300,PAYMENT,27987.32,C1605314053,181415.76,153428.44,M1201499908,0.0,0.0,0
705,TRANSFER,353090.95,C1206624869,353090.95,0.0,C1470734212,0.0,0.0,1
42,CASH_IN,314747.9,C1978707739,231231.3,545979.2,C142538462,1272061.79,957313.89,0
204,CASH_IN,257844.12,C1497505852,200034.0,457878.12,C1432897782,0.0,0.0,0
372,CASH_IN,314411.63,C746204432,15449083.34,15763494.98,C463696239,602708.81,288297.17,0
398,CASH_IN,77847.37,C1089478612,6352101.19,6429948.56,C226972450,99488.7,21641.34,0
157,CASH_OUT,173769.12,C415603160,0.0,0.0,C1974895957,5676987.79,5850756.91,0
181,PAYMENT,12879.8,C987225048,0.0,0.0,M360495054,0.0,0.0,0
33,CASH_IN,331541.39,C1148775124,4323862.2,4655403.59,C1940827281,500947.47,169406.08,0
325,CASH_IN,229407.7,C490002624,11076104.59,11305512.29,C1914918292,1802333.75,1572926.05,0
259,CASH_OUT,89545.27,C374220887,52129.0,0.0,C185024017,17234265.67,17323810.94,0
306,PAYMENT,2061.14,C194046005,15263.47,13202.33,M1768424146,0.0,0.0,0
234,TRANSFER,133920.97,C1783307200,0.0,0.0,C1098486907,673247.66,916953.88,0
398,TRANSFER,50722.16,C870531652,50722.16,0.0,C1469155891,0.0,0.0,1
15,CASH_OUT,4620.65,C559622820,0.0,0.0,C1161836149,0.0,4620.65,0
139,CASH_OUT,225079.84,C594562060,21590.0,0.0,C960826713,1235659.32,1460739.16,0
256,CASH_OUT,168523.7,C1845866601,0.0,0.0,C427536404,203165.53,371689.23,0
159,PAYMENT,22036.52,C212122843,0.0,0.0,M338630436,0.0,0.0,0
185,PAYMENT,9107.82,C887649626,0.0,0.0,M1296798285,0.0,0.0,0
228,CASH_OUT,207394.04,C2023258248,0.0,0.0,C657763950,448458.27,655852.31,0
350,TRANSFER,745169.07,C1620218921,0.0,0.0,C1495572048,4534735.15,5279904.22,0
327,CASH_OUT,31168.22,C1560629789,147085.0,115916.78,C1189265874,4649.8,35818.02,0
522,TRANSFER,6660820.17,C2099029627,123796.0,0.0,C602519143,73231.68,6734051.85,0
181,CASH_OUT,36271.47,C1634353786,30095.0,0.0,C2144591879,631594.79,667866.26,0
307,PAYMENT,26064.03,C1082531689,6720.73,0.0,M1154631643,0.0,0.0,0
203,CASH_OUT,137487.23,C300446073,0.0,0.0,C387112496,831368.81,968856.04,0
225,CASH_IN,466761.89,C837436012,802650.63,1269412.52,C1235058206,8789452.0,8322690.11,0
87,CASH_OUT,114339.1,C183849466,114339.1,0.0,C1798936808,41413.23,155752.33,1
532,CASH_OUT,254719.63,C1634365603,254719.63,0.0,C192491518,0.0,254719.63,1
203,PAYMENT,8138.71,C416452091,0.0,0.0,M2121786834,0.0,0.0,0
397,PAYMENT,44022.37,C1447537951,962.0,0.0,M384603873,0.0,0.0,0
135,CASH_OUT,7927.06,C2071408487,7927.06,0.0,C1313763244,0.0,7927.06,1
497,CASH_OUT,10000000.0,C25889412,10000000.0,0.0,C1671906752,714460.87,10714460.87,1
249,TRANSFER,1796535.95,C1725021674,2354.0,0.0,C347777839,0.0,1796535.95,0
587,CASH_IN,3055.53,C1896461266,66486.0,69541.53,C2142052798,12603.46,9547.93,0
179,CASH_OUT,67564.16,C718575784,65652.0,0.0,C803310754,108292.62,175856.78,0
300,CASH_OUT,2797.2,C216551175,1008.0,0.0,C2141091799,0.0,2797.2,0
555,TRANSFER,1235544.92,C1695141990,1235544.92,0.0,C1558094676,0.0,0.0,1
16,PAYMENT,17022.12,C969346752,16508.0,0.0,M819282225,0.0,0.0,0
34,CASH_OUT,15677.32,C772970419,20653.0,4975.68,C173972963,672071.39,687748.7,0
35,CASH_OUT,163408.77,C289875539,17302.0,0.0,C1017558762,27306672.08,27470080.85,0
348,PAYMENT,13520.1,C1550799885,499483.0,485962.9,M1690688907,0.0,0.0,0
329,PAYMENT,30898.81,C1690373993,18724.0,0.0,M219737154,0.0,0.0,0
144,PAYMENT,12676.0,C1959577752,227712.99,215037.0,M1633025174,0.0,0.0,0
545,PAYMENT,53029.48,C861315692,83068.0,30038.52,M534788879,0.0,0.0,0
159,CASH_IN,219875.41,C92547005,4874757.56,5094632.98,C1866546631,8255449.19,8035573.77,0
164,CASH_OUT,202972.24,C1868185071,0.0,0.0,C321326117,652849.2,855821.44,0
187,CASH_OUT,184709.65,C390262594,20461.0,0.0,C311179595,333206.25,517915.9,0
259,CASH_IN,209299.92,C1905630713,1268283.56,1477583.48,C2102478256,3340971.73,3131671.81,0
514,TRANSFER,3203767.96,C588087397,103743.0,0.0,C1402130022,97981.52,3301749.48,0
595,TRANSFER,335094.53,C1990249992,335094.53,0.0,C410556619,0.0,0.0,1
375,PAYMENT,10700.37,C1706073198,0.0,0.0,M1096031193,0.0,0.0,0
33,TRANSFER,3295227.84,C1152596026,3295227.84,0.0,C1976114093,0.0,0.0,1
535,CASH_OUT,606501.57,C1911204207,606501.57,0.0,C1641192093,123759.67,730261.24,1
355,PAYMENT,23725.55,C1229295946,0.0,0.0,M1353339164,0.0,0.0,0
589,PAYMENT,39326.07,C1316861432,327944.0,288617.93,M1757420046,0.0,0.0,0
37,PAYMENT,12454.05,C687459078,0.0,0.0,M450291613,0.0,0.0,0
298,PAYMENT,51560.2,C778604334,58181.0,6620.8,M1041430046,0.0,0.0,0
279,CASH_OUT,224545.41,C1716910528,21162.0,0.0,C1590640698,97473.16,322018.58,0
211,PAYMENT,3543.28,C1237642463,4054.0,510.72,M1247842631,0.0,0.0,0
95,PAYMENT,17945.07,C913434705,46727.96,28782.89,M101187628,0.0,0.0,0
185,PAYMENT,26974.18,C1901621498,206676.0,179701.82,M2013521696,0.0,0.0,0
664,CASH_OUT,639991.03,C1750763630,639991.03,0.0,C2000520198,0.0,639991.03,1
182,CASH_OUT,10907.4,C1922482064,0.0,0.0,C1020754669,876395.1,887302.5,0
11,TRANSFER,1091161.68,C151627839,79930.0,0.0,C1212151219,908411.83,2395898.47,0
36,CASH_OUT,168134.95,C1237450345,0.0,0.0,C977895157,2262001.08,2430136.03,0
379,PAYMENT,12097.83,C2100942584,0.0,0.0,M638611395,0.0,0.0,0
44,TRANSFER,84627.19,C2013034795,48690.0,0.0,C1681415479,0.0,84627.19,0
243,CASH_OUT,793886.87,C840188997,793886.87,0.0,C1959131299,1841967.2,2635854.07,1
302,CASH_IN,145139.4,C1327297512,153573.0,298712.4,C150082319,0.0,0.0,0
188,CASH_OUT,280296.29,C1583553282,0.0,0.0,C1273916207,516742.89,797039.18,0
538,CASH_OUT,2136099.59,C615843583,2136099.59,0.0,C634573611,466582.86,2602682.46,1
274,CASH_OUT,324868.38,C20880326,20064.0,0.0,C301097775,4992858.26,5317726.63,0
359,PAYMENT,6449.26,C1814406089,137.0,0.0,M269227055,0.0,0.0,0
164,PAYMENT,5847.13,C1385930815,19989.0,14141.87,M1476676830,0.0,0.0,0
15,CASH_IN,120130.24,C838726186,18153836.39,18273966.63,C50041073,1314778.12,1194647.88,0
161,CASH_OUT,84291.37,C806314789,0.0,0.0,C144388097,216077.84,480292.16,0
161,CASH_IN,202801.95,C444309447,9535181.51,9737983.45,C591131269,776523.11,573721.17,0
237,CASH_IN,164555.15,C264432658,1442786.97,1607342.11,C443738188,9307409.63,9142854.48,0
47,PAYMENT,4556.08,C1000810273,88978.0,84421.92,M1408504822,0.0,0.0,0
281,PAYMENT,5065.34,C1635463055,11229.23,6163.88,M860597551,0.0,0.0,0
365,TRANSFER,86258.11,C1449357986,86258.11,0.0,C185244782,0.0,0.0,1
182,TRANSFER,1041488.08,C298354379,15991.0,0.0,C70289149,52845.78,1094333.86,0
467,CASH_OUT,2108440.98,C858034086,2108440.98,0.0,C233159904,0.0,2108440.98,1
282,PAYMENT,7301.47,C165408793,0.0,0.0,M1336653724,0.0,0.0,0
308,CASH_OUT,23366.54,C840063736,23574.46,207.91,C897864606,2318715.1,2342081.64,0
15,PAYMENT,16567.18,C1487261043,62770.0,46202.82,M946685175,0.0,0.0,0
254,TRANSFER,591159.5,C1654923779,591159.5,0.0,C931026278,0.0,0.0,1
298,CASH_OUT,192650.16,C178299248,0.0,0.0,C1711509923,333656.35,526306.51,0
255,PAYMENT,7684.19,C1572459731,46645.0,38960.81,M136801631,0.0,0.0,0
327,CASH_IN,225903.18,C273738817,272335.82,498239.0,C1991935694,294174.82,68271.64,0
347,CASH_OUT,209778.61,C1886058837,0.0,0.0,C217061727,483832.99,693611.61,0
22,CASH_IN,101233.74,C462891214,2769690.51,2870924.25,C531434749,244958.3,143724.56,0
143,PAYMENT,1162.37,C1101888644,59378.0,58215.63,M1236692790,0.0,0.0,0
328,CASH_OUT,22942.59,C1238032239,0.0,0.0,C1129818302,3773498.87,3796441.46,0
378,CASH_OUT,27220.57,C706679289,15487.0,0.0,C375096295,0.0,27220.57,0
226,CASH_OUT,42958.72,C217506029,0.0,0.0,C303305963,262720.82,305679.54,0
371,TRANSFER,1385967.04,C1597678108,0.0,0.0,C165838563,50526695.87,51912662.91,0
164,CASH_OUT,119928.62,C1059100469,0.0,0.0,C1495242472,524786.11,644714.72,0
13,CASH_OUT,265230.32,C778155046,0.0,0.0,C656400047,3768715.1,4033945.42,0
352,CASH_IN,36886.65,C927255722,10162.0,47048.65,C1799056923,128078.61,91191.95,0
404,TRANSFER,932691.0,C596444681,932691.0,0.0,C257667736,0.0,0.0,1
203,PAYMENT,5143.18,C560819194,236.0,0.0,M1252181918,0.0,0.0,0
235,PAYMENT,1472.42,C542795725,20714.0,19241.58,M1225154272,0.0,0.0,0
183,CASH_IN,209042.01,C2117821722,3829018.24,4038060.25,C1425780286,359600.14,150558.13,0
17,PAYMENT,949.98,C250261086,30017.0,29067.02,M62666811,0.0,0.0,0
229,PAYMENT,2360.34,C186751668,229261.91,226901.57,M1097313341,0.0,0.0,0
164,PAYMENT,2005.73,C1058588884,498609.4,496603.67,M314071902,0.0,0.0,0
185,CASH_OUT,176466.28,C1853976149,12632.0,0.0,C596728401,0.0,176466.28,0
130,CASH_OUT,154987.44,C1995512069,0.0,0.0,C1973271139,374226.41,529213.85,0
187,CASH_OUT,22157.61,C1978669411,0.0,0.0,C1543737192,664694.54,805765.74,0
231,CASH_OUT,99278.56,C2088127883,0.0,0.0,C165302352,182134.24,281412.8,0
11,CASH_IN,51623.26,C2030273425,11191010.9,11242634.16,C1211297851,124002.87,72379.61,0
589,TRANSFER,1632987.58,C374254807,0.0,0.0,C950477611,3785755.55,5418743.13,0
380,CASH_OUT,2784.51,C1421116236,2784.51,0.0,C1258126361,4927905.98,4930690.49,1
156,PAYMENT,14352.93,C1334272713,0.0,0.0,M315121389,0.0,0.0,0
17,TRANSFER,1382.28,C1169423922,0.0,0.0,C534093906,622699.36,624081.64,0
715,TRANSFER,621080.67,C323981419,621080.67,0.0,C21881841,0.0,0.0,1
162,CASH_OUT,28891.89,C905263799,22765.0,0.0,C1783721185,1029890.02,1058781.9,0
8,PAYMENT,7391.86,C1320636958,13131.0,5739.14,M725840434,0.0,0.0,0
379,CASH_IN,75258.47,C2014864433,23124.0,98382.47,C1502962277,61985.34,0.0,0
410,TRANSFER,206985.26,C1041263133,206985.26,0.0,C6898692,0.0,0.0,1
134,CASH_OUT,56761.71,C2146566683,0.0,0.0,C652142793,2969780.23,3026541.93,0
227,CASH_IN,160748.63,C2095157591,236425.61,397174.24,C1093078623,0.0,0.0,0
180,PAYMENT,3148.39,C1152026098,217545.31,214396.92,M1407743343,0.0,0.0,0
299,CASH_IN,30158.95,C658656610,8998679.47,9028838.42,C1309189719,12465633.9,12695550.98,0
235,CASH_OUT,303843.76,C1964466699,240.0,0.0,C422125275,2609555.4,2913399.16,0
308,TRANSFER,443682.96,C1174423768,443682.96,0.0,C861921612,0.0,0.0,1
186,PAYMENT,8729.11,C1126947464,268864.52,260135.41,M1623173708,0.0,0.0,0
557,TRANSFER,839077.79,C593031414,839077.79,0.0,C556669926,0.0,0.0,1
351,CASH_OUT,645734.45,C449519539,3538.0,0.0,C788638753,47853.8,693588.25,0
256,DEBIT,6859.85,C97372222,895.0,0.0,C1929137146,257526.12,264385.97,0
139,CASH_IN,57787.91,C1813395192,19946.0,77733.91,C1897049400,2017591.51,1959803.6,0
306,CASH_OUT,178175.2,C498375971,9041.0,0.0,C634537479,9491.5,187666.7,0
305,CASH_IN,11184.32,C1895855297,3378421.06,3389605.37,C472708217,1280345.64,1269161.33,0
729,TRANSFER,90026.9,C2144761776,90026.9,0.0,C514777944,0.0,0.0,1
18,CASH_OUT,54967.74,C1890222174,6837.0,0.0,C557008618,0.0,54967.74,0
129,PAYMENT,27603.18,C1892040644,0.0,0.0,M1152856838,0.0,0.0,0
329,PAYMENT,10867.36,C941296074,0.0,0.0,M862617364,0.0,0.0,0
204,TRANSFER,201104.63,C29571382,14560.0,0.0,C1244949744,39803.31,240907.95,0
299,CASH_OUT,71378.01,C431799116,0.0,0.0,C1629592542,1534946.1,1606324.1,0
221,TRANSFER,167060.63,C1057075880,167060.63,0.0,C2123365185,0.0,0.0,1
139,CASH_OUT,310064.34,C1518444969,51115.0,0.0,C181310299,1904867.59,2214931.93,0
19,CASH_OUT,411773.85,C1372067801,0.0,0.0,C2043488206,0.0,411773.85,0
332,CASH_IN,103875.72,C1914814386,21794972.98,21898848.69,C1283992533,515027.76,411152.04,0
184,CASH_OUT,33359.12,C1728891298,0.0,0.0,C1424862203,103779.54,137138.67,0
265,CASH_OUT,5721871.91,C533511520,5721871.91,0.0,C226077337,146633.42,5868505.33,1
142,PAYMENT,5625.13,C1304396571,65414.02,59788.89,M1668728172,0.0,0.0,0
155,PAYMENT,19789.16,C503607991,0.0,0.0,M1012433536,0.0,0.0,0
138,TRANSFER,244537.47,C1767339989,222.0,0.0,C1386394645,7737123.89,8059655.63,0
211,PAYMENT,9450.4,C1928993224,0.0,0.0,M822362495,0.0,0.0,0
351,PAYMENT,13120.58,C1394290570,21600.0,8479.42,M467073805,0.0,0.0,0
334,CASH_IN,457760.22,C1612079190,7826019.81,8283780.03,C281779472,2960220.54,2502460.32,0
139,CASH_OUT,216884.28,C974855012,42058.0,0.0,C373612091,0.0,216884.28,0
520,TRANSFER,1459180.14,C779464023,1459180.14,0.0,C1165490053,0.0,0.0,1
246,CASH_OUT,14343.03,C849644821,14343.03,0.0,C1587418917,2842416.71,2856759.75,1
250,CASH_IN,393235.22,C161760856,96170.0,489405.22,C96877176,547113.21,153877.99,0
169,CASH_OUT,25932.99,C361320963,0.0,0.0,C519449423,5015148.41,5041081.41,0
13,CASH_IN,256377.19,C124019092,12882227.84,13138605.03,C1562962295,332509.45,76132.26,0
202,PAYMENT,9334.01,C1032467716,267711.0,258376.99,M216453625,0.0,0.0,0
351,TRANSFER,6721321.33,C1914099833,6721321.33,0.0,C1517275009,0.0,0.0,1
297,PAYMENT,14051.3,C277809494,247405.57,233354.27,M1778845972,0.0,0.0,0
687,DEBIT,1639.61,C1188820680,17664.24,16024.63,C29617320,1049868.65,1051508.26,0
330,CASH_IN,9893.68,C436020094,307051.37,316945.04,C1637066902,58759.2,48865.53,0
388,CASH_OUT,6703831.4,C76062067,6703831.4,0.0,C1968350430,99114.49,6802945.89,1
189,CASH_OUT,89092.85,C825661903,10911.0,0.0,C971523826,6219918.39,6309011.24,0
203,TRANSFER,279454.47,C952296481,0.0,0.0,C1439124229,473966.23,753420.7,0
402,CASH_IN,389575.33,C1196255500,78320.0,467895.33,C1123963259,0.0,0.0,0
209,CASH_OUT,77100.98,C1536089181,0.0,0.0,C1014966415,1441252.86,1518353.85,0
472,TRANSFER,63440.63,C1431701654,63440.63,0.0,C906449417,0.0,0.0,1
201,CASH_OUT,218345.67,C463396212,198.0,0.0,C1332775025,0.0,218345.67,0
43,CASH_OUT,21620.04,C310188087,0.0,0.0,C1559592937,861388.2,883008.24,0
137,PAYMENT,359.34,C37120064,46037.0,45677.65,M1382824456,0.0,0.0,0
208,PAYMENT,9631.68,C2020397681,0.0,0.0,M844766185,0.0,0.0,0
209,CASH_OUT,392107.25,C1242835677,50198.0,0.0,C1173800105,1772409.58,2164516.82,0
514,CASH_OUT,713404.6,C1514010687,713404.6,0.0,C854835248,0.0,713404.6,1
684,CASH_OUT,459.38,C24326875,459.38,0.0,C1071787427,277498.02,277957.4,1
376,TRANSFER,128141.63,C751471515,0.0,0.0,C1365114315,614530.89,742672.52,0
379,PAYMENT,2790.38,C1547116654,0.0,0.0,M1717087642,0.0,0.0,0
648,CASH_OUT,774868.1,C1516959235,774868.1,0.0,C1812639726,131877.41,906745.51,1
275,PAYMENT,8184.38,C2015839658,78667.0,70482.62,M543733706,0.0,0.0,0
643,CASH_OUT,4222595.06,C4856718,4222595.06,0.0,C488060391,0.0,4222595.06,1
378,DEBIT,2734.77,C1263780178,44554.0,41819.23,C655189795,15280.0,18014.77,0
376,CASH_OUT,231752.68,C462217765,0.0,0.0,C1473694873,5038069.97,5269822.64,0
400,CASH_IN,68549.79,C58650373,5745486.78,5814036.56,C1934583021,464040.41,395490.63,0
326,CASH_IN,355712.9,C228300884,1006628.0,1362340.9,C1099022585,328725.08,0.0,0
592,PAYMENT,37025.18,C1445228219,49702.92,12677.75,M680596975,0.0,0.0,0
416,CASH_OUT,453359.01,C686423000,193298.0,0.0,C16014168,3168471.97,3621830.98,0
202,CASH_OUT,206184.55,C115883173,0.0,0.0,C1560177503,6931120.49,7137305.04,0
321,CASH_OUT,221041.27,C616376073,0.0,0.0,C580286880,4012791.49,4233832.76,0
307,CASH_OUT,457835.1,C377993224,0.0,0.0,C1822196346,517363.27,975198.37,0
19,PAYMENT,5996.94,C1070957971,0.0,0.0,M1400097528,0.0,0.0,0
419,CASH_OUT,9278.3,C703198363,8202.0,0.0,C1769921753,368475.54,377753.84,0
203,CASH_IN,166498.95,C555615152,0.0,166498.95,C898152543,1290949.02,1124450.07,0
177,CASH_OUT,315156.87,C289525773,5450.0,0.0,C1848987309,2291004.24,2606161.11,0
164,CASH_OUT,94946.05,C1617429470,0.0,0.0,C198990176,508846.5,603792.55,0
208,CASH_OUT,3864609.52,C1819780658,3864609.52,0.0,C1742930465,0.0,3864609.52,1
15,CASH_IN,296688.24,C517823214,21741418.4,22038106.64,C1245609030,2348540.94,2051852.69,0
438,TRANSFER,176776.55,C1282030759,176776.55,0.0,C2119586471,0.0,0.0,1
253,CASH_OUT,275314.6,C1430137620,31377.0,0.0,C125176869,3021393.08,3296707.67,0
306,TRANSFER,163787.78,C1555025278,106288.0,0.0,C1488404045,0.0,163787.78,0
600,TRANSFER,7363709.23,C551820728,7363709.23,0.0,C2069632802,0.0,0.0,1
321,CASH_OUT,3170.45,C1093356747,0.0,0.0,C100561226,658469.5,661639.95,0
298,PAYMENT,61697.53,C1460880701,159111.45,97413.92,M1940408991,0.0,0.0,0
14,TRANSFER,1814792.98,C1989583556,27998.0,0.0,C1765011918,76391.29,1626512.66,0
161,CASH_OUT,170471.01,C697720332,70727.0,0.0,C39705929,598858.26,769329.27,0
208,CASH_OUT,314352.77,C722979511,0.0,0.0,C1687028194,3976626.22,4290978.98,0
347,CASH_IN,63173.91,C808972539,6072.0,69245.91,C1458707004,217728.98,154555.07,0
354,PAYMENT,15201.65,C1972273332,0.0,0.0,M1079823215,0.0,0.0,0
9,CASH_OUT,11308.0,C921533797,11308.0,0.0,C424669538,0.0,302550.56,1
405,CASH_OUT,29213.34,C1483011853,0.0,0.0,C105601447,6198169.66,6033930.65,0
11,PAYMENT,1734.75,C1124227765,205383.0,203648.25,M1394914776,0.0,0.0,0
35,PAYMENT,7826.32,C1774506800,0.0,0.0,M1471537033,0.0,0.0,0
31,CASH_OUT,5021186.54,C1520365660,5021186.54,0.0,C1308026520,880859.14,5902045.68,1
505,CASH_OUT,2979972.78,C1670945356,2979972.78,0.0,C788738425,267407.43,3247380.2,1
140,TRANSFER,363621.2,C1426488712,0.0,0.0,C1973242824,900848.76,1264469.96,0
